Event_ID,Line,Station,TS,Part_No,Torque,Temp,Defect,VIN,Supplier,Work_Order,Tool_ID,Inspection_Source,Scrap_Reason,Energy_kWh,Pressure,Warranty_Claim,Plan_Production
EVT-01476,  GA-1, STN-05 ,2025-03-12 08:10:43,101 JKL,49.4,95.6C,None,13C534E4 CG52 D72 86,SUP-01,WO-2025274,T-105,sensor,S2,5.27,21.6 PSI,No,120
EVT-01477,GA-2  ,  STN-02,17-06-2025 21:23:24,456-def,50.7,94.9C,OK,FZRBCH1CWVFFHZ04K,sup-09,WO-2025123,t-102,camera,S1,2.79 kWh,33.9,No,110
EVT-01478,GA-3  ,STN-05,08-07-2025 15:56:42,456-DEF,59.2,131.9C,Reject,GVG81JX 0GPWS2WNR6,SUP-02,WO-2025235,T-105,Sensor,S3,5.49,38.3,No,117
EVT-01479, GA-2 ,STN-05  ,01/05/2025 05:41:13,789-GHI,53.9,124.1C,None,6FZX9Z KGDP3CKK4VA,SUP-02,WO 2025245,T-105,Sensor,,4.05,48.1 PSI,No,105
EVT-01480,GA-3,STN-05,15-02-2025 20:31:55,456-DEF,62.0,92.3C,Reject,5PGJM11HALT1JAW9N,sup-05,WO-2025285,T-105,Sensor,s2,5.7 kWh,39.5 psi,Yes,113
EVT-01481,GA-1  ,STN-02  ,2025-07-01 16:21:58,789-GHI,48.8,189.5F,None,9 K3GKA4MH1N6P 9T7L,SUP-11,WO-2025109,T-102,manual,S2,3.01 kWh,40.1 psi,No,119
EVT-01482,GA-2  ,  STN-03,2025/11/12 06:57:44,123-abc,53.3 Nm,88.2C,None,06EW5K03NXYSPG983,sup-09,WO-2025034,T-103,manual,S1,2.82 kWh,50.0 PSI,No,112
EVT-01483,GA-3,STN-05,05/08/2025 07:53:05,101-JKL,45.2 Nm,100.7 C,na,M80UA67VFKNSDX7SB,Sup-09,WO-2025166,T-105, SENSOR ,,4.95 kWh,50.1,No,117
EVT-01484,GA-1,STN-03,17/08/2025 20:02:23,123-ABC,47.6,85.8C,None,5BLX4N9HAYGE73BZN,SUP-11,WO-2025156,T-103,Camera,,4.21,44.0,No,118
EVT-01485, GA-1 ,  STN-07,18/06/2025 10:21:36,789 GHI,60.2,100.9 C,na,NNMRFG1R25FY580NU,SUP-11,WO-2025172,T-107,Camera,S2,3.83,66.2 PSI,No,121
EVT-01486,GA-3,STN-09,01-11-2025 15:56:56,101-JKL,62.7,211.5F, Reject,F6C8NNLKNXV9ZYZ12,SUP-05,WO-2025176,T-109,probe,S4,2.44 kWh,34.3,No,119
EVT-01487,GA-1,STN-02  ,09/09/2025 06:99:16,789-GHI,60.7,93.0 C,None,ASRZZEGUV91JGJUH3,sup-02,WO-2025064,T102,CAMERA,S2,2.65,70.7 PSI,No,124
EVT-01488,  GA-3,STN-02  ,2025-04-09 10:56:12,303-pqr,53.1,88.6 C,Repair,ZMV 591 7H F3FPF72PZ,SUP-02,wo-2025001,T-102,Manual,S2,2.59 kWh,48.9 PSI,No,113
EVT-01489,GA-1,STN-03,2025/11/03 18:49:05,123-ABC,44.2 Nm,85.6C,None,BA0TY9SSTNDZ1ETH5,SUP-09,WO-2025293,T-103,probe,S4,3.77,33.9 psi,No,123
EVT-01490,GA-3,STN-05,2025/04/08 10:25:01,303-PQR,52.4,82.7 C,None,A1CW7MZZCJ4R1ST2L,SUP-09,WO-2025054,T-105,Sensor,S3,4.9,37.5,No,110
EVT-01491,  GA-3,  STN-09,10/12/2025 20:00:06,303-pqr,58.0,207.5F, None,JNUhL Z NF2TUFEJgPV,SUP-02,WO-2025237,T-109,probe,S3,2.33 kWh,61.5,No,114
EVT-01492, GA-2 ,STN-03,18-09-2025 06:99:48,123-ABC,62.3,192.4F,OK,5F B T5XWU 4F3E3GZCP,Sup-11,WO 2025056,t-103, MANUAL ,S2,3.4,53.3 psi,No,112
EVT-01493,GA-2, STN-05 ,2025/02/10 12:31:37,303-PQR,82.7 Nm,181.8F,None,1VKBG4FK229FRJ0H 9,sup-01,WO 2025184,T-105, SENSOR ,,5.39,32.4,No,105
EVT-01494,GA-2,STN-05,2025-07-13 05:38,101-JKL,56.3,98.0C, Repair,RPLNDA0C1B4MTKZXK,sup-09,WO-2025016,T-105,CAMERA,S3,5.58,40.3 psi,No,110
EVT-01495,GA-2  ,  STN-01,2025-07-13 05:30,101-JKL,38.3,174.2F,None,RPL NDA 0C1 B4MTKZXK,SUP-09,wo-2025016,t-101, SENSOR ,,2.17,52.5,No,113
EVT-01496,  GA-1, STN-01 ,2025-08-09 11:40,789-GHI,51.7,185.7F,None,0N 0S8G bJX AWLFdJZV,SUP-01,WO-2025182,T-101,probe,S1,2.86 kWh,50.5,No,123
EVT-01497,GA-1  ,  STN-01,09/12/2025 09:49:12,303-PQR,55.9,198.5F,None,99E77LV8DL602 6PPR,sup-09,wo-2025020,T-101,CAMERA,,3.11,33.5 PSI,No,122
EVT-01498,GA-3, STN-05 ,2025-11-04 11:26,456-DEF,61.5 Nm,81.2C,Reject,KEL05UP0N32UC4U4Y,Sup-09,WO-2025035,T-105,Camera,s2,5.47,42.6 PSI,No,119
EVT-01499, GA-1 ,STN-01  ,16/04/2025 15:18:32,123-ABC,43.9,87.8C,None,BDX57FKRT1DYME5RP,SUP-11,WO-2025029,T-101,manual,,2.51 kWh,35.6 psi,No,115
EVT-01500,GA-2,STN-09,05-09-2025 18:29:01,789GHI,47.7,90.4 C,None,8L5KBUT6GTC3GLD3U,SUP-05,WO-2025279,T-109, vision ,S1,2.21,48.9,No,107
EVT-01501,GA-2,STN-01,2025-02-24 15:24:46,456-DEF,38.0,152.2F,None,6PSNFC4Z0TPXRHFBV,SUP-05,WO-2025191,T-101, SENSOR ,,3.0,37.5 PSI,Y,105
EVT-01502,GA-3,STN-02,03/12/2025 20:99:49,789-GHI,77.3,268.2F,None,T0P SK64MFJ78JR4GU,sup-01,WO-2025071,t-102, SENSOR ,,3.24,48.6 PSI,No,118
EVT-01503,GA-3,STN-01  ,03-12-2025 20:38:39,789-GHI,51.1,204.1F,OK,T0 PsK 64MFJ78Jr4gU,sup-01,WO-2025071,t-101,manual,,3.46 kWh,23.5 psi,No,118
EVT-01504,GA-2  ,  STN-02,06-10-2025 06:37:46,789-GHI,52.1,79.8C,None,V5SYASUT2BNLKAT93,sup-01,WO-2025218,T-102, SENSOR ,S3,3.19 kWh,33.8,No,115
EVT-01505,GA-1,  STN-05,2025-04-03 19:43,303 PQR,51.2,81.6C,OK,TB6YNKD7YS4 9W8JNT,sup-01, WO-2025244 ,T-105, vision ,S1,3.64,44.0 psi,Yes,125
EVT-01506,  GA-2,STN-07  ,24-07-2025 10:14:27,303-pqr,43.5,98.5C,None,DRWJ U VX 9PGVVFVS9W,sup-05,WO-2025017,T-107,Manual,S4,3.93,32.2 PSI,No,115
EVT-01507,  GA-2,  STN-02,15-10-2025 17:02:49,202MNO,40.4,204.1F,None,GYV8VV 12WZ0RD3V TY,SUP-02,WO-2025019,T102,manual,S4,2.74 kWh,51.1 psi,No,114
EVT-01508,GA-2, STN-07 ,2025-11-05 12:24,789-GHI,58.5,111.4 C,None,D8B2A M1HGC0T NPL8X,Sup-02,WO-2025127,T-107, vision ,,3.89,49.5 PSI,No,106
EVT-01509,GA-2  ,  STN-01,2025-07-09 12:19,101-JKL,60.0,210.7F,None,6BRXZP653DZJYM8PF,SUP-11,WO 2025169, T-101 , SENSOR ,,3.08 kWh,45.2,No,110
EVT-01510,  GA-3,STN-09,21-12-2025 21:14:36,202-mno,50.6,91.5C,None,2HP3ZTFBENM0UN6AY,SUP-01,WO-2025075,T-109,Manual,S1,3.16 kWh,38.8,No,117
EVT-01511,GA-2  ,STN-05,07/10/2025 10:46:34,303PQR,42.9 Nm,84.1 C,OK,BXZVHX0JVF0M8  GDW2,Sup-02,WO 2025221,T-105, vision ,,3.65,35.9 psi,Y,109
EVT-01512, GA-2 ,STN-09  ,2025-05-10 19:53:22,303-PQR,63.1,79.2C,None,616N9tt7U3 0CW4Vl  C,SUP-09,WO-2025006,T109,sensor,,1.85 kWh,43.4 psi,No,113
EVT-01513,GA-1,STN-09  ,25/08/2025 16:59:55,456-DEF,39.1 Nm,176.0F,OK,T0VXSEER5NZ1LH8AT,Sup-01,WO-2025205,T-109,Manual,S1,2.39 kWh,52.0 PSI,No,125
EVT-01514,GA-1,STN-01  ,2025-01-25 05:49,123-ABC,40.1 Nm,176.7F,na,B T4E30CERPXC2SZ9M,SUP-02,WO-2025062,T-101, SENSOR ,S4,2.44,49.9,No,123
EVT-01515, GA-3 ,  STN-07,2025-11-08 11:02,456-DEF,50.4,196.5F,OK,JCEJMN9L PJSXH TS 34,sup-11,WO 2025276,T-107,manual,S2,3.64 kWh,43.8 psi,No,114
EVT-01516,GA-3,STN-09  ,2025-10-10 15:10:25,456-DEF,47.7 Nm,93.3C,Reject,Ll7cPXY1G5TM RmFFa,sup-02,WO-2025051,T-109,Camera,s2,2.02 kWh,52.4,No,111
EVT-01517,GA-1,STN-02,08-02-2025 12:50:02,789-GHI,59.9,88.9C,OK,1AJ32S464V4LEHF15,Sup-09,WO-2025232,T-102, SENSOR ,S3,2.57,22.9,No,120
EVT-01518,  GA-1,  STN-05,19/06/2025 09:07:38,303PQR,41.8 Nm,85.2 C,None,8SJ0K4C9YBPNSY0C 4,sup-05,WO-2025009,T-105, vision ,S4,4.96 kWh,41.5,No,117
EVT-01519,  GA-2,STN-01,06-12-2025 15:24:05,456-DEF,47.4 Nm,143.6F,None,1LFsP0Tydr46afZG G,SUP-05,WO-2025159,T101,Camera,S1,2.37,34.8 PSI,No,111
EVT-01520,GA-3,STN-05,06-08-2025 13:34:09,789-GHI,58.7,178.5F,OK,T2DYKNYW6Z6J0UTGY,SUP-05,WO-2025102,T-105,sensor,,5.79,36.1 PSI,No,112
EVT-01521,GA-3,STN-07,04-21-2025 20:34:09,456-DEF,62.5 Nm,92.9 C,Repair,91994W5RENGTXCE5A,SUP-11,WO-2025282,T-107,probe,S3,3.8,41.2 PSI,No,110
EVT-01522,GA-3, STN-05 ,2025/07/11 05:52:46,202-MNO,59.3 Nm,85.0 C,None,AE9CVW2FHCV5MP7GD,Sup-02,WO-2025240,T-105,Manual,S4,4.01,37.0 psi,No,113
EVT-01523,GA-3  ,STN-01  ,06-24-2025 07:45:47,202MNO,46.1 Nm,93.1 C,None,EZP4GZB2GVWJ3ZAXH,Sup-05,WO-2025290,t-101,Sensor,,3.46 kWh,40.4 PSI,No,120
EVT-01524,  GA-3,STN-01,10-10-2025 14:48:35,456-DEF,60.2 Nm,86.5 C,None,LL7CPXY1G5TMRMFFA,SUP-02,WO-2025051,T-101,camera,,3.5 kWh,37.4 psi,No,114
EVT-01525,GA-3  , STN-07 ,12-18-2025 10:31:32,123-ABC,62.1,78.8C,None,7 DHM FPL NSC3YNCHKW,sup-09,wo-2025033,T-107,probe,S1,3.53,36.2 PSI,No,116
EVT-01526,  GA-1,STN-01,2025/08/08 10:51:07,202 MNO,57.8,82.4C,None,F8K5GBABPJ1TE8X 9V,SUP-01,WO 2025117,T-101,Camera,S1,2.92 kWh,36.6 PSI,No,117
EVT-01527,GA-3  , STN-07 ,2025-02-30 09:15:75,202MNO,41.2,88.5C,Reject,VSfUVM R2 LMcr mWHJ9,Sup-01,WO ERR 0012, T-107 ,probe,S4,3.47 kWh,51.5 PSI,No,115
EVT-01528,GA-2  ,  STN-05,01-17-2025 11:19:04,123-ABC,51.6,81.2 C,None,ASZS4DE1AVBK76NUC,Sup-01,wo-2025281,T-105,operator,S3,5.13,40.1 psi,No,106
EVT-01529,GA-2,STN-09,2025/08/19 10:27:03,789 GHI,49.5,203.4F,None,U  Yst AazE8t3XCZ6G2,Sup-11,WO-2025185,T-109,CAMERA,S2,2.75 kWh,40.1 PSI,No,107
EVT-01530,GA-1  ,STN-09,18-06-2025 12:51:48,456 DEF,43.1,188.1F, None,5Z99BA  26R EY4ZL4FV,SUP-05,WO-2025181,t-109,camera,S2,2.73 kWh,51.6,No,123
EVT-01531,GA-3,STN-01,2025/11/11 06:52:51,202-MNO,52.4,94.8C, OK,K94THXG1YFJM4RZP4,SUP-11,WO-2025148,T-101, MANUAL ,S4,3.28 kWh,45.3,No,119
EVT-01532,  GA-1, STN-09 ,19/07/2025 12:99:32,456DEF,47.1,197.8F,None,8YLWKXKNRPVMV5ZGP,SUP-02, WO-2025273 ,T-109, SENSOR ,,2.84 kWh,53.3 PSI,No,124
EVT-01533,GA-2,STN-02,2025-04-24 20:46:34,303-PQR,38.4 Nm,213.1F,OK,18VGBYR71TB1FG24V,sup-11,WO-2025231,T-102,operator,S3,2.93,40.9 PSI,No,105
EVT-01534,GA-3,STN-05,2025-10-10 14:55,456-DEF,52.4,91.8 C,None,LL7CPXY1G5TMRMFFA,Sup-02,WO-2025051,T-105,probe,S1,4.9,35.8,No,120
EVT-01535,GA-1  ,  STN-05,2025-09-14 19:25,101-JKL,40.3,194.7F,None,YHSH MYFB7C1 0ZTR J4,Sup-05, WO-2025230 ,T-105, vision ,S2,4.68,33.2 PSI,No,116
EVT-01536,GA-1,  STN-01,06/07/2025 10:58:20,456-def,51.2,204.6F, None,RaJD61WS2S6ZHABF 1,SUP-09,WO-2025278, T-101 , MANUAL ,,2.44 kWh,51.7,No,118
EVT-01537,GA-2,STN-05,08/12/2025 07:33:07,123-ABC,77.7,62.5C,OK,K8RRER707D6TCEKZ8,sup-02,WO-2025044,T-105,probe,S2,4.7,47.6,No,106
EVT-01538,  GA-3,STN-07,2025-06-24 08:08:13,202-MNO,59.5,79.0C,None,EZP4GZB2G VWJ3ZAXH,SUP-05,WO-2025290, T-107 ,probe,S2,3.57,41.2 psi,No,113
EVT-01539,GA-2,STN-01,08-13-2025 17:05:43,101-JKL,63.8,101.5 C,na,31WBMC97C7BP229YP,SUP-05,WO-2025008,T-101,CAMERA,S3,3.08 kWh,50.1 psi,No,107
EVT-01540,GA-3  ,STN-05  ,20-06-2025 21:02:43,123-abc,44.3,101.1C,Repair,DS5YZF C4KL8C FN1V6,SUP-09,WO-2025013,T-105,camera,,5.48,46.2,No,118
EVT-01541, GA-1 ,  STN-01,2025-06-17 11:51:01,202 MNO,46.3,84.3C,na,Argh43P4G1hDD PB B5,sup-05, WO-2025234 ,T-101,manual,S3,2.49,41.2 PSI,No,116
EVT-01542,GA-2  ,STN-09  ,2025-09-10 13:39:48,101-jkl,43.5,89.0C,None,L142W1WR5XU5EYK2J,Sup-01,WO-2025094,T109,manual,S2,2.34 kWh,40.4 psi,No,110
EVT-01543,GA-2  ,STN-05,2025/06/04 11:50:41,456-def,41.8,93.4 C,OK,PJ93TH630WBBEUH 28,Sup-09,WO-2025110,T-105, SENSOR ,S4,4.69,46.8 psi,Yes,109
EVT-01544,GA-3  ,  STN-02,06-05-2025 11:35:05,303-pqr,44.0 Nm,101.0C,None,L53M30K N3 RDN68B NH,sup-02,WO 2025198, T-102 , vision ,,3.62 kWh,34.0,No,120
EVT-01545,GA-2,  STN-02,2025-04-08 12:21,101-JKL,59.2,97.6C,na,RY L6SRHY3TBSB3UG1,sup-11,WO-2025216,T-102,camera,S4,3.31,36.1,No,110
EVT-01546,  GA-2,STN-09,14/05/2025 14:51:15,202-MNO,62.4,90.9C,None,8 CH D3ZPUTDB KNKW36,SUP-11, WO-2025214 ,T-109, SENSOR ,S4,1.95 kWh,37.0 PSI,No,110
EVT-01547,GA-3,STN-03  ,21-03-2025 12:54:22,101-JKL,40.3,92.3C,None,718VLZDTT6B18WZDX,SUP-02,WO-2025074,T-103,Camera,,4.34,23.2 PSI,No,119
EVT-01548,GA-2  ,  STN-09,2025-08-24 08:26,123-abc,27.2,87.8 C,None,Y8S4mV61 CU9sB6 3k7,SUP-05, WO-2025124 ,t-109,camera,,2.84,36.2 psi,No,115
EVT-01549,GA-2,  STN-09,14/02/2025 17:24:21,456-def,27.4 Nm,86.8 C,None,MZ46LEFT AWEM04LK5,sup-09,WO-2025228,T-109,sensor,,2.37 kWh,36.5 psi,No,106
EVT-01550,GA-2  ,STN-03  ,2025/03/13 06:04:39,123-ABC,58.3 Nm,96.8 C,None,ED00MUG2B4JTV4WZL,SUP-05,WO 2025154,T-103,sensor,S1,3.03 kWh,52.1 psi,No,115
EVT-01551, GA-1 ,STN-03  ,2025/10/12 06:41:36,123ABC,47.8,99.9C,OK,HLKL8WJ62VZJ AWF  71,SUP-01,WO-2025178,T-103,operator,,4.39,20.4 PSI,No,118
EVT-01552, GA-1 ,STN-01  ,25-02-2025 10:26:21,101-JKL,50.3,195.6F,None,ZDNGRP56BZJP7C6RW,Sup-05,WO-2025226,T-101,operator,,2.12 kWh,38.7 PSI,No,117
EVT-01553,GA-1,STN-05  ,2025-08-25 16:57:22,456DEF,48.2 Nm,50.0C,Repair,T0VXSEER5NZ1  LH8AT,SUP-01,WO-2025205,T-105, MANUAL ,S4,4.72 kWh,47.3 PSI,No,124
EVT-01554, GA-2 , STN-02 ,2025/09/01 10:39:30,202MNO,54.2,91.6C,None,TXGP6XRFK6YX5DMM9,SUP-01,WO-2025039,T-102, SENSOR ,S2,2.86 kWh,34.5 PSI,No,107
EVT-01555,GA-1, STN-02 ,06-04-2025 08:27:00,789-GHI,55.1,212.2F,Repair,BAML519CX KYCMN NW V,SUP-11,WO-2025081,T-102,Sensor,S4,2.73 kWh,42.8 PSI,No,125
EVT-01556,GA-3  ,STN-09,2025-08-22 09:99:20,202-mno,59.7 Nm,78.6C,None,FMRM5GGB P1 6FGSYJP,Sup-09,WO-2025036,T-109,operator,,3.19,53.0 PSI,No,111
EVT-01557,GA-2,  STN-01,2025/01/18 09:08:39,789GHI,39.1,101.3C,None,5F GBV63 JH2N0A5ZD3,Sup-01, WO-2025236 ,t-101, SENSOR ,S4,2.18 kWh,53.9,No,110
EVT-01558,  GA-1, STN-02 ,09-10-2025 18:31:05,789-GHI,60.8,85.6C,None,UF1RU6VTPVXEHAJHJ,SUP-05,WO-2025123,T-102,manual,,3.79,53.0,No,117
EVT-01559, GA-1 , STN-02 ,19-11-2025 06:36:36,101-jkl,39.0 Nm,79.0C,None,RN GX2 3YRE JP3L26ZB,SUP-11,WO-2025258,T-102,Camera,,3.63 kWh,52.0,no,123
EVT-01560,GA-1, STN-09 ,22/03/2025 17:28:55,123-abc,57.5,203.9F,None,3A A2S0XZM74zXCmhd,sup-11,wo-2025209, T-109 ,manual,S3,1.97,53.8,No,122
EVT-01561,  GA-3, STN-01 ,04/07/2025 08:54:41,202 MNO,57.0,84.1 C,OK,CSP  ZT7CCXCKXVL9UR,SUP-01,WO-2025004,T-101,Camera,S2,2.09 kWh,41.0,No,116
EVT-01562,  GA-3, STN-07 ,06/05/2025 11:46:20,303-pqr,73.1,82.6 C,None,L53M30KN3RDN68BNH,Sup-02,WO-2025198,T-107,manual,S2,3.55 kWh,47.0 psi,No,116
EVT-01563,GA-3,STN-02,05/08/2025 07:41:57,101 JKL,39.6,172.9F,na,M80UA67VFKNS DX7SB,SUP-09,WO-2025166,T-102,Sensor,S3,2.28 kWh,42.1 psi,No,115
EVT-01564, GA-2 ,STN-03,02-02-2025 16:43:22,101-jkl,50.3,83.6C,None,VRW K8T6DDK DEN U3DT,SUP-02,WO-2025262,T-103,probe,,4.45 kWh,33.4,No,109
EVT-01565, GA-2 ,STN-07  ,04/10/2025 18:26:49,202MNO,50.4,179.2F,None,4Z8M7YXZ0S 4CV37TC,sup-01,WO-2025260,T-107,manual,S4,2.63 kWh,43.2 psi,No,105
EVT-01566,GA-2  ,STN-07,2025/01/17 09:47:31,303-PQR,49.2,96.2 C,None,56DESG  881UB9FZZ 9X,Sup-09, WO-2025139 ,T-107,Camera,,2.65,64.8,No,108
EVT-01567, GA-1 ,STN-01  ,11-10-2025 20:49:56,202-mno,27.4,88.3C,None,HSU67F2G ERZ 8LBK ZZ,SUP-01,WO-2025160, T-101 ,Sensor,S2,2.74,22.5,No,118
EVT-01568,  GA-3,STN-05,2025-10-15 20:59,456DEF,56.2 Nm,89.4C,None,AYTJE A 5Y4 5BYK26RX,SUP-09,WO-2025222, T-105 ,Sensor,,5.48 kWh,43.2 psi,No,110
EVT-01569, GA-3 ,STN-07,14/03/2025 06:10:32,303-PQR,53.9 Nm,183.4F,None,7NAT8NNWN5S6L E8GD,SUP-02,WO-2025134,T-107,Sensor,,2.99,33.7,No,113
EVT-01570,  GA-2,STN-09  ,06/07/2025 19:25:34,202-MNO,48.7,84.0C, OK,V2PYHEDYK42XBHVFN,SUP-09,WO-2025053,T-109, vision ,S4,2.03,39.6,no,106
EVT-01571,GA-2,STN-03,03-08-2025 08:59:24,789-GHI,43.5 Nm,97.4C,None,B8457BFZX373WJVAC,Sup-05,WO-2025115,T-103, vision ,S1,3.03,46.6 PSI,No,105
EVT-01572,GA-3,  STN-05,16-05-2025 12:07:20,789-GHI,57.8,93.1 C,None,83Cz7PM K9H8dE7 1R3,Sup-09,WO-2025289,T-105,camera,,5.48 kWh,43.1,No,110
EVT-01573,  GA-3,  STN-07,2025-08-23 08:32,456 DEF,57.8,83.8C,None,Jn6Mz7w0V8 8GL NHa3,SUP-02,WO-2025213,T-107,probe,S2,2.64 kWh,52.1,No,111
EVT-01574,  GA-2, STN-01 ,2025/10/01 18:48:03,789GHI,81.0,92.9C,None,CL7X YD6KKSKAB1Z2M,SUP-09, WO-2025261 ,T-101, vision ,S3,2.32,50.9 PSI,No,106
EVT-01575,GA-1,STN-03,17/06/2025 19:39:44,123-ABC,62.0,97.6C,None,6PEM9NNC8ZCH08P3L,Sup-09,WO-2025091,T-103,Sensor,,3.1 kWh,45.7,No,123
EVT-01576, GA-2 , STN-01 ,06-10-2025 16:41:09,101 JKL,38.4,85.4 C,None,0ZF3 EX 5JH5 WEANT5U,SUP-09,WO-2025048,T-101,Sensor,S3,2.3,34.2 PSI,No,109
EVT-01577, GA-2 ,STN-09,08-03-2025 09:12:26,789-GHI,40.4,101.3C,None,b8457BFZx 373WJ  VAC,sup-05,WO 2025115,T-109,operator,S3,1.96 kWh,42.0 psi,No,108
EVT-01578,GA-2  , STN-01 ,2025-07-20 09:53:12,456-def,63.1,180.5F,Reject,A1RY99DBK4ERBP127,sup-05,wo-2025082,T101,Sensor,S1,2.54 kWh,19.2 psi,Yes,108
EVT-01579, GA-3 , STN-09 ,2025-07-04 09:17,202-MNO,59.1,89.4 C,na,CSPZT7CCXCKXVL9UR,Sup-01, WO-2025004 ,T-109,Manual,,2.15 kWh,43.5,No,115
EVT-01580, GA-3 ,STN-02,04-10-2025 16:48:21,123ABC,52.0,174.6F,OK,RSB5SB WnR Z2ajKpRK,Sup-09,WO-2025047,T-102,CAMERA,S1,3.69,39.0 PSI,No,117
EVT-01581,GA-3,STN-09,12-10-2025 07:43:58,456-DEF,54.6 Nm,81.0C,None,T2VS0FB8Y7JMTE3V7,sup-05,WO-2025108,T-109,Camera,S1,2.33,43.4 PSI,No,110
EVT-01582,  GA-2,STN-09,2025-02-02 20:36,202-MNO,43.8,193.8F,None,D4SXL67C 7HR5NN5GC,SUP-01,WO-2025097,T109,Camera,S4,2.81,39.3 PSI,No,112
EVT-01583, GA-3 , STN-01 ,03-04-2025 16:15:39,456-DEF,61.4,78.5C,None,DHXYCX6ZSA75DC1UY,sup-01, WO-2025200 ,T-101,manual,S3,2.87 kWh,32.3 psi,No,113
EVT-01584,GA-3,STN-07,17-01-2025 08:46:21,789-GHI,58.1 Nm,212.2F,None,JNML4XGS98CGDS9SD,SUP-02,WO-2025286,T-107,manual,,2.93,32.4 PSI,No,113
EVT-01585,  GA-2,  STN-07,11-23-2025 13:00:09,303-PQR,53.4,95.1 C,None,M6SDM8SVGC HPLS997,SUP-05,WO-2025269,T-107,Sensor,S4,2.88 kWh,48.9 PSI,No,114
EVT-01586,GA-3,STN-05  ,2025/05/12 11:19:29,789GHI,48.3 Nm,101.9C,None,Y K9G33UN6 SACU U5MZ,sup-01,wo-2025229,T-105, vision ,S1,3.96,46.7 PSI,No,115
EVT-01587,GA-2  ,STN-07,21/10/2025 12:56:28,123-ABC,46.6,80.5 C, na,FLL DMGLXY5WDUUMF2,SUP-01,WO-2025295,T107,probe,,2.58,32.8 psi,No,113
EVT-01588,  GA-1, STN-09 ,2025/12/05 17:06:28,789-ghi,51.2,86.5C,None,J8J 7KVEKAUK1 1R JD8,SUP-05,WO 2025243,T-109, MANUAL ,,2.12 kWh,47.5 PSI,No,116
EVT-01589,GA-2  ,STN-02  ,2025-06-03 16:18:11,101-JKL,60.1,212.7F,None,A7RGZY  V66 XkZZk9WJ,sup-05, WO-2025223 , T-102 , vision ,S1,2.41 kWh,63.9 PSI,No,107
EVT-01590,GA-3,STN-01  ,03-12-2025 20:38:39,789-GHI,51.1,204.1F,OK,T0 PsK 64MFJ78Jr4gU,sup-01,WO-2025071,t-101,manual,,3.46 kWh,23.5 psi,No,118
EVT-01591,GA-2  ,STN-02  ,20-04-2025 08:56:56,202MNO,51.4,85.7 C,None,P8CTJAUKSLE03E8SK,sup-01,WO 2025291,T-102,Manual,,2.39 kWh,48.8 psi,No,110
EVT-01592,  GA-1, STN-09 ,10-12-2025 08:27:33,456-DEF,21.6 Nm,100.2 C,None,5HZ8Y43EWH5RT2DZ7,Sup-09,WO-2025217,T-109,Sensor,,2.9 kWh,35.7 psi,No,117
EVT-01593,GA-1,  STN-02,2025-04-07 14:51,303-PQR,61.0,185.7F,OK,BPbY3Y1 3bN1J97DTS,SUP-02,WO-2025194,T-102,Manual,S2,3.28 kWh,51.7,No,120
EVT-01594,GA-1,STN-02,2025-07-05 14:07:41,202-MNO,41.7,101.4 C,OK,YRKXRG5K3Z77079WX,SUP-02,WO-2025022,T-102,operator,S4,2.93 kWh,42.0 PSI,No,122
EVT-01595,  GA-3,  STN-07,2025/12/20 11:99:31,202-MNO,56.7,188.1F,OK,RNW63HX5  LW1K TWC94,SUP-05,wo-2025179,T-107,sensor,S1,2.7,47.3 PSI,No,120
EVT-01596,  GA-3,  STN-02,07-09-2025 11:10:29,303-pqr,56.6,95.7C,None,B RBD XNA3LF4UL0KJZ,SUP-01, WO-2025219 ,T-102,camera,,2.61,39.6 PSI,No,115
EVT-01597,GA-3  ,STN-03  ,05-11-2025 17:38:14,202-mno,59.9 Nm,178.2F,None,5NU  H8fHG8YX 2vP0P6,Sup-02,WO-2025250,T-103,Camera,S1,4.41,43.2 PSI,No,116
EVT-01598,  GA-2,STN-03,02-11-2025 10:72:40,123-ABC,47.6,84.1C,None,c5 88J4tBbMPM34tG  w,SUP-01,WO-2025215,T103,operator,S1,4.0,62.9 psi,No,112
EVT-01599,GA-3,STN-07,12-08-2025 17:41:15,456-DEF,59.4 Nm,91.1C,OK,DJ YFXVYY 8 L3DDH1VZ,SUP-01,WO-2025010,T-107,Manual,S4,3.58 kWh,45.4 PSI,No,112
EVT-01600,GA-1,STN-09  ,21-05-2025 16:32:50,456-DEF,43.1,90.9 C,None,GPR 1E6 2N 3RR2XM3J1,SUP-02,wo-2025077,t-109, MANUAL ,S3,2.21,43.8 PSI,No,123
EVT-01601,GA-1,STN-02,2025/03/13 11:35:09,789-GHI,63.2,201.7F, None,9E0KLLHSP7ZZ1K06Y,SUP-01,WO-2025059,T-102,probe,S2,3.79,52.9 psi,No,124
EVT-01602,GA-2,STN-07,2025-07-23 18:37:30,789-GHI,57.2 Nm,86.9 C,None,URFVEP EZUZ189F9V 6,sup-11,WO-2025119,T-107,manual,,3.98,51.5 PSI,No,114
EVT-01603, GA-1 ,STN-05,2025-03-13 11:41:21,789-GHI,59.2,194.0F,Repair,9E0KLLHSP7ZZ1K06Y,SUP-01,WO-2025059,T-105,Camera,S2,4.23,52.4 PSI,No,123
