Supplier_Code,Supplier_Name,Country,Part_No,Part_Description,VIN,Work_Order,Warranty_Claim,Defect,Scrap_Reason
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,GYV8VV12WZ0RD3VTY,WO-2025019,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,FMD23VF30J496ETJ8,WO-2025195,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,8CV57TPB0DS7JAMJM,WO-2025042,No,None,
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,91994W5RENGTXCE5A,WO-2025282,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,RSB5SBWNRZ2AJKPRK,WO-2025047,No,Reject,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,SWGYP235X5EM4431S,WO-2025233,No,None,
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,LYXUT2VDHAS3J9Y3H,WO-2025145,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FD3WEY2ETGXV283A6,WO-2025206,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,M4S6YFJPUXV3MZD25,WO-ERR-0023,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,RNF4JC1KUHBTMRRNT,WO-2025032,No,None,
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,533ATBBT7DKH5BBKW,WO-2025140,Yes,None,
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,8CHD3ZPUTDBKNKW36,WO-2025214,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,DX29RHBCHVAV56J69,WO-2025168,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,C1PADTKV0FKG8XYRU,WO-2025106,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,A1RY99DBK4ERBP127,WO-2025082,No,Repair,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,T2VS0FB8Y7JMTE3V7,WO-2025108,Yes,Repair,
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,1AJ32S464V4LEHF15,WO-2025232,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,7DHMFPLNSC3YNCHKW,WO-2025033,No,None,
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,BAML519CXKYCMNNWV,WO-2025081,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JU5YJPLZK4XX8PTV7,WO-2025251,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,XW6FLWZXARKE5AJS2,WO-2025079,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,AD1CGA65UCXBAKPCZ,WO-2025144,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J54ZYH0KJEX6PT7YN,WO-2025068,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,56DESG881UB9FZZ9X,WO-2025139,No,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RNGX23YREJP3L26ZB,WO-2025258,No,Reject,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,83CZ7PMK9H8DE71R3,WO-2025289,No,None,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,RNW63HX5LW1KTWC94,WO-2025179,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,9B7NYZWB04GJHJJ41,WO-2025142,No,None,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,34F60GMMF5PTEFMJJ,WO-2025208,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,0N0S8GBJXAWLFDJZV,WO-2025182,Yes,None,Sensor Fault
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,A984VWKZSMKLKY8YG,WO-2025014,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ZKBB6ZEVYCYNACA2K,WO-2025101,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,MZTW772K62FR0SX2G,WO-2025201,Yes,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,1AJ32S464V4LEHF15,WO-2025232,Yes,Reject,Material Defect
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,13C534E4CG52D7286,WO-2025274,No,Repair,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,M6SDM8SVGCHPLS997,WO-2025269,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FBNGZ6XMCX1EG0WTC,WO-2025023,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,TB7Y6UXU89CUGK8RD,WO-2025132,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,NNMRFG1R25FY580NU,WO-2025172,Yes,Repair,
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,Y9X2SYUS97KYH6SYC,WO-2025136,No,Repair,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,GB7J42J1VZ50CERWX,WO-2025099,No,None,Material Defect
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,NZ3J6X91DXTN4VHZY,WO-2025224,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,E53K31VWDJH2PAGNP,WO-2025028,No,Reject,Torque Failure
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,BAML519CXKYCMNNWV,WO-2025081,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,5PPYA8SNMBB3SNXZY,WO-2025192,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6XFUM17ZMBNBPT8AA,WO-2025073,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,N42XC7LLCE0XJUY3E,WO-2025241,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,F07ZGVD6PP7F6B1L8,WO-2025153,Yes,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,5Z99BA26REY4ZL4FV,WO-2025181,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,5UC52UJ92HEWZS0VL,WO-2025187,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,F07ZGVD6PP7F6B1L8,WO-2025153,No,None,Material Defect
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,K94THXG1YFJM4RZP4,WO-2025148,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,KEL05UP0N32UC4U4Y,WO-2025035,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,DRWJUVX9PGVVFVS9W,WO-2025017,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,CXDW97088CBDPKECS,WO-2025084,No,None,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,VL07XKKMZ6VG6GJ99,WO-2025186,No,Reject,Material Defect
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,GL197F0SLFS9A0GDS,WO-2025045,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,09LFER95K4AXLAT1X,WO-2025083,No,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,AD1CGA65UCXBAKPCZ,WO-2025144,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,Y9X2SYUS97KYH6SYC,WO-2025136,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,NFRPHPABDD5TB8MGB,WO-2025190,Yes,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,9N8479S2233D92CPP,WO-2025177,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,PH9TDBDX3PCN9U95A,WO-2025000,No,None,
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,V0A2G6AP8VBK6U3RN,WO-2025098,No,Repair,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,RNW63HX5LW1KTWC94,WO-2025179,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,GPR1E62N3RR2XM3J1,WO-2025077,No,None,
SUP-11,Vector Drive Components,USA,B0GUS-01,,HESHPXUNWHD55H0UF,WO-ERR-0027,No,Reject,Material Defect
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,PY4LYTJ00A0EN5PSY,WO-2025204,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,Y9X2SYUS97KYH6SYC,WO-2025136,No,Reject,Torque Failure
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,ASZS4DE1AVBK76NUC,WO-2025281,No,None,
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,NZ3J6X91DXTN4VHZY,WO-2025224,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J54ZYH0KJEX6PT7YN,WO-2025068,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,6LBCHZ3U5S31F17GR,WO-2025121,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,YRKXRG5K3Z77079WX,WO-2025022,Yes,Reject,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,123-ABC,Front Axle Assembly,Y8S4MV61CU9SB63K7,WO-2025124,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,8CHD3ZPUTDBKNKW36,WO-2025214,Yes,None,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,9KC7EV3D69S53BG14,WO-2025246,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,5FGBV63JH2N0A5ZD3,WO-2025236,No,None,
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,0SX6L87PTCG8S7RSE,WO-2025105,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,B0GUS-01,,7FAZPKP9SCXB93FZT,WO-ERR-0025,No,Repair,Torque Failure
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,LPSEBSX2GVKB6MY01,WO-2025137,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,CE62WNX65B4EZS2U4,WO-2025041,No,None,
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,9LXEYVFMTJBX9ZWMY,WO-2025299,No,None,
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,5HZ8Y43EWH5RT2DZ7,WO-2025217,No,None,
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,88J6DY5TGPB0XTM1R,WO-2025275,No,None,
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,SPPDFE1GUDZ2SZDS7,WO-2025227,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,AAHWX958YKKS6Y5LD,WO-2025118,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,0SX6L87PTCG8S7RSE,WO-2025105,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,G6JEALRE7Z0SNP7J6,WO-2025280,No,None,
SUP-11,Vector Drive Components,USA,456-DEF,Rear Suspension Module,JCEJMN9LPJSXHTS34,WO-2025276,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,6FZX9ZKGDP3CKK4VA,WO-2025245,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,N74RF4JP3YM43P8JP,WO-2025092,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,JN6MZ7W0V88GLNHA3,WO-2025213,No,None,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,MZXF5SDZLX4STXG4P,WO-2025129,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,5HK1B6F84YA061XZZ,WO-2025296,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,T0VXSEER5NZ1LH8AT,WO-2025205,No,Repair,Sensor Fault
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,K94THXG1YFJM4RZP4,WO-2025148,No,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,ZMV5917HF3FPF72PZ,WO-2025001,No,Repair,Assembly Error
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,DX29RHBCHVAV56J69,WO-2025168,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,P9RJR1YTM9GM52SD5,WO-2025050,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,0M4HY5ZCTHZSNTM32,WO-2025040,No,Repair,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,PPZ23CM5AFR71S2PA,WO-2025113,No,Repair,Assembly Error
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,SD4T0TK49JVN7T65K,WO-2025003,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,JN6MZ7W0V88GLNHA3,WO-2025213,No,Repair,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,K8RRER707D6TCEKZ8,WO-2025044,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,LPSEBSX2GVKB6MY01,WO-2025137,No,Reject,Assembly Error
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,NE7TSCHV5YPA9CAYJ,WO-2025211,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,BDX57FKRT1DYME5RP,WO-2025029,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,H6GB6R8KG8SU28R7V,WO-2025038,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,DS5YZFC4KL8CFN1V6,WO-2025013,No,Reject,Material Defect
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,9WHP4DF4KY1G9DSAZ,WO-2025298,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,6XFUM17ZMBNBPT8AA,WO-2025073,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,9B7NYZWB04GJHJJ41,WO-2025142,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,JTNZM42TK1641TEJP,WO-2025131,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,VDUMJ53UHTM96FF31,WO-2025170,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,V2PYHEDYK42XBHVFN,WO-2025053,No,None,Material Defect
SUP-11,Vector Drive Components,USA,789-GHI,Steering Rack,SPPDFE1GUDZ2SZDS7,WO-2025227,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,N42XC7LLCE0XJUY3E,WO-2025241,Yes,Reject,Material Defect
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,KA2DLVBLLE4A3F77T,WO-2025078,Yes,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,456-DEF,Rear Suspension Module,A1RY99DBK4ERBP127,WO-2025082,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,GB7J42J1VZ50CERWX,WO-2025099,No,None,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,YHSHMYFB7C10ZTRJ4,WO-2025230,No,None,
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,06EW5K03NXYSPG983,WO-2025034,No,None,
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,VETJWW88D1G7T7RMZ,WO-2025130,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,56DESG881UB9FZZ9X,WO-2025139,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,303-PQR,Door Lock Module,8U5EPA48SMPAT8RR4,WO-2025202,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,789-GHI,Steering Rack,V5SYASUT2BNLKAT93,WO-2025218,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,TEY9BPBCC12T89D85,WO-2025063,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,CSPZT7CCXCKXVL9UR,WO-2025004,No,None,Sensor Fault
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,TVSD86DWDWZMUGTHV,WO-2025207,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,T5RZZ05ZMHU73733B,WO-2025067,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,000Y6B2KLWHN4P0PD,WO-2025126,No,None,
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,L53M30KN3RDN68BNH,WO-2025198,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,2ZFT0F73344NLY4FS,WO-2025116,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,SWGYP235X5EM4431S,WO-2025233,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,5UC52UJ92HEWZS0VL,WO-2025187,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,8374WBEHDNP9GZTK0,WO-2025259,No,None,
SUP-11,Vector Drive Components,USA,202-MNO,Brake Cylinder,6ARZY5L4PEUTUB0B7,WO-2025031,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ZKBB6ZEVYCYNACA2K,WO-2025101,No,None,Material Defect
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,P1JPCE47TT8J9VA25,WO-2025143,No,None,
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,WGNX7N5ZCHZWPSCTX,WO-2025268,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,AGN3BHBLEDJF19ND3,WO-2025203,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,6X62JY3L1BN00JWUH,WO-2025155,No,Repair,
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,9B7NYZWB04GJHJJ41,WO-2025142,No,None,Torque Failure
SUP-05,Prime Casting Solutions,Japan,303-PQR,Door Lock Module,BUJRKB4PRDBRFMM6G,WO-2025174,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,HCDBRV4D4NHW23DK0,WO-2025183,Yes,None,Assembly Error
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,AAHWX958YKKS6Y5LD,WO-2025118,Yes,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,789-GHI,Steering Rack,TE0TDZYZVS5TNT9XM,WO-2025026,No,None,Assembly Error
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,YHSHMYFB7C10ZTRJ4,WO-2025230,No,None,Material Defect
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,HLKL8WJ62VZJAWF71,WO-2025178,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,D4SXL67C7HR5NN5GC,WO-2025097,No,Reject,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,7LP7DFJCP1VLZ2YGR,WO-2025027,No,None,Assembly Error
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,PPZ23CM5AFR71S2PA,WO-2025113,No,None,Assembly Error
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,HSU67F2GERZ8LBKZZ,WO-2025160,No,None,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,PYLMZSU8CG90MY7AB,WO-2025189,No,Repair,
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,T5RZZ05ZMHU73733B,WO-2025067,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,FBNGZ6XMCX1EG0WTC,WO-2025023,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,RNF4JC1KUHBTMRRNT,WO-2025032,No,None,Torque Failure
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,HLKL8WJ62VZJAWF71,WO-2025178,No,None,Assembly Error
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,6C9145WVVRLVYV3ZE,WO-2025049,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,WHN848AW3G61993A9,WO-2025085,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,J8J7KVEKAUK11RJD8,WO-2025243,No,None,
SUP-11,Vector Drive Components,USA,303-PQR,Door Lock Module,E53K31VWDJH2PAGNP,WO-2025028,No,None,Torque Failure
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,PGJV68PETR180TBAE,WO-2025254,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,MZTW772K62FR0SX2G,WO-2025201,No,None,Torque Failure
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,FMD23VF30J496ETJ8,WO-2025195,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,303-PQR,Door Lock Module,TWJPRX6DUK7N8LA21,WO-2025011,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,CE62WNX65B4EZS2U4,WO-2025041,No,None,Sensor Fault
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,KEL05UP0N32UC4U4Y,WO-2025035,No,Repair,
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,F6C8NNLKNXV9ZYZ12,WO-2025176,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,6C9145WVVRLVYV3ZE,WO-2025049,No,None,
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,GVG81JX0GPWS2WNR6,WO-2025235,No,Reject,Torque Failure
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,9RXS7F139FY2RAJEG,WO-2025271,No,None,Material Defect
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,A7RGZYV66XKZZK9WJ,WO-2025223,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,123-ABC,Front Axle Assembly,6C9145WVVRLVYV3ZE,WO-2025049,Yes,Reject,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,TEY9BPBCC12T89D85,WO-2025063,No,None,Material Defect
SUP-01,Atlas Fasteners,India,123-ABC,Front Axle Assembly,FLLDMGLXY5WDUUMF2,WO-2025295,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,123-ABC,Front Axle Assembly,RSB5SBWNRZ2AJKPRK,WO-2025047,No,None,Material Defect
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,JU5YJPLZK4XX8PTV7,WO-2025251,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,B0GUS-01,,G0S3SJEP0CFZMDM3T,WO-ERR-0001,No,None,
SUP-09,Nova Sensor Systems,South Korea,101-JKL,Battery Cooling Harness,RPLNDA0C1B4MTKZXK,WO-2025016,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,XZDVKRVXZVJPCEW7H,WO-2025171,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,101-JKL,Battery Cooling Harness,RYL6SRHY3TBSB3UG1,WO-2025216,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,BM3HYZJCKV2DLPV84,WO-2025021,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,E2ZBM0RTCURN8Z954,WO-2025089,No,None,Sensor Fault
SUP-05,Prime Casting Solutions,Japan,101-JKL,Battery Cooling Harness,ZDNGRP56BZJP7C6RW,WO-2025226,No,Repair,Torque Failure
SUP-01,Atlas Fasteners,India,456-DEF,Rear Suspension Module,BVY577KEPB6R4EKE5,WO-2025161,No,Repair,Sensor Fault
SUP-02,Precision Motion Works,Germany,303-PQR,Door Lock Module,7NAT8NNWN5S6LE8GD,WO-2025134,No,None,
SUP-02,Precision Motion Works,Germany,101-JKL,Battery Cooling Harness,EU1UA0YWMPF0BLJ3N,WO-2025180,No,None,
SUP-01,Atlas Fasteners,India,101-JKL,Battery Cooling Harness,L142W1WR5XU5EYK2J,WO-2025094,No,None,Sensor Fault
SUP-02,Precision Motion Works,Germany,456-DEF,Rear Suspension Module,ZXAFFABDDFJHD8Z78,WO-2025123,No,Repair,
SUP-05,Prime Casting Solutions,Japan,202-MNO,Brake Cylinder,EZP4GZB2GVWJ3ZAXH,WO-2025290,No,Repair,Torque Failure
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,2HP3ZTFBENM0UN6AY,WO-2025075,No,None,Torque Failure
SUP-09,Nova Sensor Systems,South Korea,456-DEF,Rear Suspension Module,ETSA00YWKK0CPHY0B,WO-2025297,No,None,
SUP-05,Prime Casting Solutions,Japan,789-GHI,Steering Rack,G0X3GXVFRF427UT26,WO-2025248,No,None,Sensor Fault
SUP-11,Vector Drive Components,USA,123-ABC,Front Axle Assembly,PYLMZSU8CG90MY7AB,WO-2025189,No,None,Material Defect
SUP-09,Nova Sensor Systems,South Korea,789-GHI,Steering Rack,K5E0T96KX1PN524KT,WO-2025066,No,None,Assembly Error
SUP-09,Nova Sensor Systems,South Korea,202-MNO,Brake Cylinder,XZDVKRVXZVJPCEW7H,WO-2025171,No,None,
SUP-01,Atlas Fasteners,India,202-MNO,Brake Cylinder,A984VWKZSMKLKY8YG,WO-2025014,No,Reject,Sensor Fault
SUP-02,Precision Motion Works,Germany,202-MNO,Brake Cylinder,T7EDF0DMMCMCPCP3Z,WO-2025055,Yes,Repair,
